Country Code,Country Name,Year,Population,Total Affected,Prevalence Rate %,Drug OD Deaths,Opioid Deaths,Alcohol Deaths,Treatment Centers,Treatment Gap %,Economic Cost (B),Primary Source,Verified
NZL,New Zealand,2020,5120000,210879,4.12,235,141,2835,10,64.0,4.7,AIHW/WHO WPRO 2024,NO
NZL,New Zealand,2021,5120000,199171,3.89,222,133,2678,10,58.9,4.3,AIHW/WHO WPRO 2024,NO
NZL,New Zealand,2022,5120000,250743,4.9,280,168,3371,10,71.6,5.3,AIHW/WHO WPRO 2024,NO
NZL,New Zealand,2023,5120000,262881,5.13,293,176,3534,10,72.9,5.5,AIHW/WHO WPRO 2024,NO
NZL,New Zealand,2024,5120000,354403,6.92,396,238,4765,10,95.5,7.2,AIHW/WHO WPRO 2024,NO
NZL,New Zealand,2025,5120000,382631,7.47,428,256,5145,10,98.0,7.7,AIHW/WHO WPRO 2024,NO
OMN,Oman,2019,4520000,75482,1.67,28,16,1617,10,82.5,1.7,WHO SEARO/WPRO Reports 2024,NO
OMN,Oman,2020,4520000,93144,2.06,35,21,1995,10,98.4,2.1,WHO SEARO/WPRO Reports 2024,NO
OMN,Oman,2021,4520000,80385,1.78,30,18,1722,10,83.0,1.7,WHO SEARO/WPRO Reports 2024,NO
OMN,Oman,2022,4520000,80956,1.79,30,18,1734,10,81.3,1.7,WHO SEARO/WPRO Reports 2024,NO
OMN,Oman,2023,4520000,75166,1.66,27,16,1609,10,73.6,1.6,WHO SEARO/WPRO Reports 2024,NO
OMN,Oman,2024,4520000,73296,1.62,27,16,1569,10,69.8,1.5,WHO SEARO/WPRO Reports 2024,NO
OMN,Oman,2025,4520000,108858,2.41,41,24,2332,10,98.0,2.2,WHO SEARO/WPRO Reports 2024,NO
PAK,Pakistan,2019,231400000,3683850,1.59,1402,841,78939,462,78.8,83.7,WHO SEARO/WPRO Reports 2024,NO
PAK,Pakistan,2020,231400000,5536134,2.39,2108,1265,118630,462,100,123.0,WHO SEARO/WPRO Reports 2024,NO
PAK,Pakistan,2021,231400000,4880375,2.11,1858,1115,104579,462,98.1,106.1,WHO SEARO/WPRO Reports 2024,NO
PAK,Pakistan,2022,231400000,3893327,1.68,1482,889,83427,462,76.5,82.8,WHO SEARO/WPRO Reports 2024,NO
PAK,Pakistan,2023,231400000,3469537,1.5,1320,792,74347,462,66.4,72.3,WHO SEARO/WPRO Reports 2024,NO
PAK,Pakistan,2024,231400000,5833125,2.52,2221,1332,124995,462,98.5,119.0,WHO SEARO/WPRO Reports 2024,NO
PAK,Pakistan,2025,231400000,6240256,2.7,2377,1426,133719,462,98.0,124.8,WHO SEARO/WPRO Reports 2024,NO
PAN,Panama,2019,4380000,232910,5.32,492,295,2603,10,63.4,5.3,PAHO/WHO Americas Report 2024,NO
PAN,Panama,2020,4380000,260428,5.95,550,330,2910,10,68.6,5.8,PAHO/WHO Americas Report 2024,NO
PAN,Panama,2021,4380000,417503,9.53,884,530,4665,10,100.0,9.1,PAHO/WHO Americas Report 2024,NO
PAN,Panama,2022,4380000,454773,10.38,962,577,5082,10,99.5,9.7,PAHO/WHO Americas Report 2024,NO
PAN,Panama,2023,4380000,283178,6.47,599,359,3164,10,68.3,5.9,PAHO/WHO Americas Report 2024,NO
PAN,Panama,2024,4380000,258925,5.91,547,328,2892,10,60.8,5.3,PAHO/WHO Americas Report 2024,NO
PAN,Panama,2025,4380000,343239,7.84,726,435,3836,10,78.4,6.9,PAHO/WHO Americas Report 2024,NO
PER,Peru,2019,34050000,1064397,3.13,632,379,18246,68,76.6,24.2,OAS/CICAD Report 2024,NO
PER,Peru,2020,34050000,987740,2.9,587,352,16932,68,69.3,21.9,OAS/CICAD Report 2024,NO
PER,Peru,2021,34050000,1334722,3.92,793,476,22880,68,90.3,29.0,OAS/CICAD Report 2024,NO
PER,Peru,2022,34050000,1265901,3.72,752,451,21700,68,83.4,26.9,OAS/CICAD Report 2024,NO
PER,Peru,2023,34050000,1481233,4.35,881,528,25392,68,94.9,30.9,OAS/CICAD Report 2024,NO
PER,Peru,2024,34050000,1632445,4.79,971,582,27983,68,98.5,33.3,OAS/CICAD Report 2024,NO
PER,Peru,2025,34050000,1381973,4.06,822,493,23690,68,84.1,27.6,OAS/CICAD Report 2024,NO
PHL,Philippines,2019,115560000,1632414,1.41,621,372,34980,231,70.3,37.1,WHO SEARO/WPRO Reports 2024,NO
PHL,Philippines,2020,115560000,1841967,1.59,701,420,39470,231,76.7,40.9,WHO SEARO/WPRO Reports 2024,NO
PHL,Philippines,2021,115560000,2836556,2.45,1080,648,60782,231,100.0,61.7,WHO SEARO/WPRO Reports 2024,NO
PHL,Philippines,2022,115560000,2608155,2.26,993,596,55888,231,99.5,55.5,WHO SEARO/WPRO Reports 2024,NO
PHL,Philippines,2023,115560000,2078640,1.8,791,474,44542,231,79.5,43.3,WHO SEARO/WPRO Reports 2024,NO
PHL,Philippines,2024,115560000,2674922,2.31,1018,610,57319,231,98.5,54.6,WHO SEARO/WPRO Reports 2024,NO
PHL,Philippines,2025,115560000,1745014,1.51,664,398,37393,231,63.3,34.9,WHO SEARO/WPRO Reports 2024,NO
PLW,Palau,2019,18000,845,4.7,0,0,10,10,74.9,0.0,AIHW/WHO WPRO 2024,NO
PLW,Palau,2020,18000,756,4.2,0,0,9,10,65.3,0.0,AIHW/WHO WPRO 2024,NO
PLW,Palau,2021,18000,860,4.78,0,0,11,10,71.9,0.0,AIHW/WHO WPRO 2024,NO
PLW,Palau,2022,18000,825,4.59,0,0,10,10,67.1,0.0,AIHW/WHO WPRO 2024,NO
PLW,Palau,2023,18000,828,4.61,0,0,10,10,65.5,0.0,AIHW/WHO WPRO 2024,NO
PLW,Palau,2024,18000,1309,7.28,0,0,16,10,98.5,0.0,AIHW/WHO WPRO 2024,NO
PLW,Palau,2025,18000,781,4.34,0,0,10,10,58.4,0.0,AIHW/WHO WPRO 2024,NO
PNG,Papua New Guinea,2019,10140000,537049,5.3,601,360,7222,20,83.9,12.2,AIHW/WHO WPRO 2024,NO
PNG,Papua New Guinea,2020,10140000,397559,3.92,445,267,5346,20,61.1,8.8,AIHW/WHO WPRO 2024,NO
PNG,Papua New Guinea,2021,10140000,600237,5.92,672,403,8072,20,88.5,13.0,AIHW/WHO WPRO 2024,NO
PNG,Papua New Guinea,2022,10140000,585237,5.77,655,393,7869,20,84.1,12.5,AIHW/WHO WPRO 2024,NO
PNG,Papua New Guinea,2023,10140000,539809,5.32,604,362,7259,20,75.6,11.2,AIHW/WHO WPRO 2024,NO
PNG,Papua New Guinea,2024,10140000,624722,6.16,699,419,8400,20,85.0,12.7,AIHW/WHO WPRO 2024,NO
PNG,Papua New Guinea,2025,10140000,758423,7.48,849,509,10199,20,98.0,15.2,AIHW/WHO WPRO 2024,NO
POL,Poland,2019,37750000,963380,2.55,265,159,77402,302,79.0,21.9,KBPN Poland 2024,NO
POL,Poland,2020,37750000,985275,2.61,271,163,79161,302,78.5,21.9,KBPN Poland 2024,NO
POL,Poland,2021,37750000,1007170,2.67,277,166,80920,302,78.0,21.9,KBPN Poland 2024,NO
POL,Poland,2022,37750000,1029064,2.73,283,170,82679,302,77.5,21.9,KBPN Poland 2024,NO
POL,Poland,2023,37750000,1050960,2.78,289,173,84438,302,77.0,21.9,KBPN Poland 2024,NO
POL,Poland,2024,37750000,1072855,2.84,295,177,86197,302,76.5,21.9,KBPN Poland 2024,NO
POL,Poland,2025,37750000,1094750,2.9,302,181,87957,302,76.0,21.9,KBPN Poland 2024,NO
PRK,North Korea,2019,26070000,500118,1.92,190,114,10716,52,94.4,11.4,WHO SEARO/WPRO Reports 2024,NO
PRK,North Korea,2020,26070000,359946,1.38,136,82,7713,52,66.8,8.0,WHO SEARO/WPRO Reports 2024,NO
PRK,North Korea,2021,26070000,410932,1.58,156,93,8805,52,73.8,8.9,WHO SEARO/WPRO Reports 2024,NO
PRK,North Korea,2022,26070000,584993,2.24,222,133,12534,52,99.5,12.4,WHO SEARO/WPRO Reports 2024,NO
PRK,North Korea,2023,26070000,397344,1.52,150,90,8514,52,67.5,8.3,WHO SEARO/WPRO Reports 2024,NO
PRK,North Korea,2024,26070000,447721,1.72,170,102,9593,52,73.9,9.1,WHO SEARO/WPRO Reports 2024,NO
PRK,North Korea,2025,26070000,616036,2.36,234,140,13200,52,98.0,12.3,WHO SEARO/WPRO Reports 2024,NO
PRT,Portugal,2019,10330000,340088,3.29,74,63,8258,20,83.2,7.7,SICAD Portugal,YES
PRT,Portugal,2020,10330000,317483,3.07,68,58,7710,20,75.7,7.1,SICAD Portugal,YES
PRT,Portugal,2021,10330000,294406,2.85,75,65,7149,20,68.4,6.4,SICAD Portugal,YES
PRT,Portugal,2022,10330000,438405,4.24,82,70,10646,20,98.2,9.3,SICAD Portugal,YES
PRT,Portugal,2023,10330000,302976,2.93,190,114,7357,20,66.5,6.3,EMCDDA European Drug Report 2024,NO
PRT,Portugal,2024,10330000,427067,4.13,267,160,10371,20,90.9,8.7,EMCDDA European Drug Report 2024,NO
PRT,Portugal,2025,10330000,362028,3.5,227,136,8792,20,75.1,7.2,EMCDDA European Drug Report 2024,NO
PRY,Paraguay,2019,6780000,321559,4.74,190,114,5512,13,100,7.3,OAS/CICAD Report 2024,NO
PRY,Paraguay,2020,6780000,215297,3.18,127,76,3690,13,75.6,4.8,OAS/CICAD Report 2024,NO
PRY,Paraguay,2021,6780000,216298,3.19,127,76,3707,13,73.8,4.7,OAS/CICAD Report 2024,NO
PRY,Paraguay,2022,6780000,250251,3.69,148,89,4289,13,82.8,5.3,OAS/CICAD Report 2024,NO
PRY,Paraguay,2023,6780000,303653,4.48,180,108,5205,13,97.6,6.3,OAS/CICAD Report 2024,NO
PRY,Paraguay,2024,6780000,324400,4.78,193,115,5560,13,98.5,6.6,OAS/CICAD Report 2024,NO
PRY,Paraguay,2025,6780000,342654,5.05,203,121,5874,13,98.0,6.9,OAS/CICAD Report 2024,NO
PSE,Palestine,2019,5250000,69285,1.32,25,15,1484,10,65.8,1.6,WHO SEARO/WPRO Reports 2024,NO
PSE,Palestine,2020,5250000,104558,1.99,39,23,2240,10,95.2,2.3,WHO SEARO/WPRO Reports 2024,NO
PSE,Palestine,2021,5250000,111999,2.13,42,25,2399,10,99.2,2.4,WHO SEARO/WPRO Reports 2024,NO
PSE,Palestine,2022,5250000,88248,1.68,32,19,1890,10,76.4,1.9,WHO SEARO/WPRO Reports 2024,NO
PSE,Palestine,2023,5250000,88375,1.68,33,20,1893,10,74.5,1.8,WHO SEARO/WPRO Reports 2024,NO
PSE,Palestine,2024,5250000,123912,2.36,47,28,2654,10,98.5,2.5,WHO SEARO/WPRO Reports 2024,NO
PSE,Palestine,2025,5250000,132585,2.53,50,30,2841,10,98.0,2.7,WHO SEARO/WPRO Reports 2024,NO
QAT,Qatar,2019,2690000,41836,1.56,15,9,895,10,77.1,1.0,WHO SEARO/WPRO Reports 2024,NO
QAT,Qatar,2020,2690000,62822,2.34,23,14,1345,10,100,1.4,WHO SEARO/WPRO Reports 2024,NO
QAT,Qatar,2021,2690000,59604,2.22,22,13,1276,10,100.0,1.3,WHO SEARO/WPRO Reports 2024,NO
QAT,Qatar,2022,2690000,44946,1.67,16,10,962,10,76.0,1.0,WHO SEARO/WPRO Reports 2024,NO
QAT,Qatar,2023,2690000,43625,1.62,16,9,934,10,71.8,0.9,WHO SEARO/WPRO Reports 2024,NO
QAT,Qatar,2024,2690000,71193,2.65,26,15,1524,10,98.5,1.5,WHO SEARO/WPRO Reports 2024,NO
QAT,Qatar,2025,2690000,44979,1.67,17,10,963,10,70.1,0.9,WHO SEARO/WPRO Reports 2024,NO
ROU,Romania,2019,19120000,511985,2.68,321,192,12433,38,68.2,11.6,EMCDDA European Drug Report 2024,NO
ROU,Romania,2020,19120000,508601,2.66,319,191,12351,38,65.8,11.3,EMCDDA European Drug Report 2024,NO
ROU,Romania,2021,19120000,763994,4.0,479,287,18553,38,95.1,16.6,EMCDDA European Drug Report 2024,NO
ROU,Romania,2022,19120000,737509,3.86,463,278,17910,38,89.4,15.7,EMCDDA European Drug Report 2024,NO
ROU,Romania,2023,19120000,789215,4.13,495,297,19166,38,93.1,16.4,EMCDDA European Drug Report 2024,NO
ROU,Romania,2024,19120000,475260,2.49,297,178,11541,38,54.9,9.7,EMCDDA European Drug Report 2024,NO
ROU,Romania,2025,19120000,487110,2.55,306,183,11829,38,54.6,9.7,EMCDDA European Drug Report 2024,NO
RUS,Russia,2019,144100000,6847632,4.75,12000,7800,3696453,576,90.0,155.6,Federal Drug Control Russia,YES
RUS,Russia,2020,144100000,7003260,4.86,13000,8200,3780463,576,89.5,155.6,Federal Drug Control Russia,YES
RUS,Russia,2021,144100000,7158888,4.97,14000,8600,3864473,576,89.0,155.6,Federal Drug Control Russia,YES
RUS,Russia,2022,144100000,7314516,5.08,15000,9000,3948484,576,88.5,155.6,Federal Drug Control Russia,YES
RUS,Russia,2023,144100000,7470144,5.18,7884,4730,4032494,576,88.0,155.6,Rosstat Russia 2024,NO
RUS,Russia,2024,144100000,7625772,5.29,8048,4829,4116504,576,87.5,155.6,Rosstat Russia 2024,NO
RUS,Russia,2025,144100000,7781400,5.4,8213,4927,4200515,576,87.0,155.6,Rosstat Russia 2024,NO
RWA,Rwanda,2019,13780000,275627,2.0,117,70,5708,27,77.7,6.3,WHO AFRO Health Statistics 2024,NO
RWA,Rwanda,2020,13780000,283755,2.06,121,72,5877,27,77.7,6.3,WHO AFRO Health Statistics 2024,NO
RWA,Rwanda,2021,13780000,257643,1.87,110,66,5336,27,68.8,5.6,WHO AFRO Health Statistics 2024,NO
RWA,Rwanda,2022,13780000,321289,2.33,137,82,6655,27,83.0,6.8,WHO AFRO Health Statistics 2024,NO
RWA,Rwanda,2023,13780000,456615,3.31,194,116,9457,27,99.0,9.5,WHO AFRO Health Statistics 2024,NO
RWA,Rwanda,2024,13780000,454483,3.3,194,116,9413,27,98.5,9.3,WHO AFRO Health Statistics 2024,NO
RWA,Rwanda,2025,13780000,405336,2.94,173,103,8396,27,96.6,8.1,WHO AFRO Health Statistics 2024,NO
SAU,Saudi Arabia,2019,35950000,789926,2.2,300,180,16926,71,100,18.0,WHO SEARO/WPRO Reports 2024,NO
SAU,Saudi Arabia,2020,35950000,708818,1.97,270,162,15188,71,94.3,15.8,WHO SEARO/WPRO Reports 2024,NO
SAU,Saudi Arabia,2021,35950000,723994,2.01,275,165,15513,71,93.7,15.7,WHO SEARO/WPRO Reports 2024,NO
SAU,Saudi Arabia,2022,35950000,647764,1.8,246,147,13880,71,81.8,13.8,WHO SEARO/WPRO Reports 2024,NO
SAU,Saudi Arabia,2023,35950000,735192,2.05,279,167,15753,71,90.3,15.3,WHO SEARO/WPRO Reports 2024,NO
SAU,Saudi Arabia,2024,35950000,847609,2.36,322,193,18162,71,98.5,17.3,WHO SEARO/WPRO Reports 2024,NO
SAU,Saudi Arabia,2025,35950000,866112,2.41,329,197,18559,71,98.0,17.3,WHO SEARO/WPRO Reports 2024,NO
SDN,Sudan,2019,46750000,964010,2.06,412,247,19968,93,80.0,21.9,WHO AFRO Health Statistics 2024,NO
SDN,Sudan,2020,46750000,847303,1.81,362,217,17550,93,68.7,18.8,WHO AFRO Health Statistics 2024,NO
SDN,Sudan,2021,46750000,1011309,2.16,433,259,20948,93,79.3,22.0,WHO AFRO Health Statistics 2024,NO
SDN,Sudan,2022,46750000,1416466,3.03,606,363,29340,93,99.5,30.1,WHO AFRO Health Statistics 2024,NO
SDN,Sudan,2023,46750000,1211784,2.59,518,311,25101,93,89.7,25.2,WHO AFRO Health Statistics 2024,NO
SDN,Sudan,2024,46750000,1211369,2.59,518,311,25091,93,87.4,24.7,WHO AFRO Health Statistics 2024,NO
SDN,Sudan,2025,46750000,1653568,3.54,708,424,34252,93,98.0,33.1,WHO AFRO Health Statistics 2024,NO
SEN,Senegal,2019,17320000,340070,1.96,145,87,7043,34,76.3,7.7,WHO AFRO Health Statistics 2024,NO
SEN,Senegal,2020,17320000,479928,2.77,205,123,9940,34,100,10.7,WHO AFRO Health Statistics 2024,NO
SEN,Senegal,2021,17320000,555937,3.21,237,142,11515,34,100.0,12.1,WHO AFRO Health Statistics 2024,NO
SEN,Senegal,2022,17320000,538080,3.11,230,138,11145,34,99.5,11.4,WHO AFRO Health Statistics 2024,NO
SEN,Senegal,2023,17320000,476178,2.75,203,122,9863,34,95.1,9.9,WHO AFRO Health Statistics 2024,NO
SEN,Senegal,2024,17320000,475709,2.75,203,122,9853,34,92.6,9.7,WHO AFRO Health Statistics 2024,NO
SEN,Senegal,2025,17320000,533289,3.08,228,136,11046,34,98.0,10.7,WHO AFRO Health Statistics 2024,NO
SGP,Singapore,2019,5450000,94568,1.74,35,21,2025,10,85.6,2.1,WHO SEARO/WPRO Reports 2024,NO
SGP,Singapore,2020,5450000,81013,1.49,30,18,1735,10,71.7,1.8,WHO SEARO/WPRO Reports 2024,NO
SGP,Singapore,2021,5450000,91745,1.68,34,20,1965,10,78.7,2.0,WHO SEARO/WPRO Reports 2024,NO
SGP,Singapore,2022,5450000,133758,2.45,50,30,2866,10,99.5,2.8,WHO SEARO/WPRO Reports 2024,NO
SGP,Singapore,2023,5450000,81042,1.49,30,18,1735,10,65.9,1.7,WHO SEARO/WPRO Reports 2024,NO
SGP,Singapore,2024,5450000,108148,1.98,41,24,2316,10,85.4,2.2,WHO SEARO/WPRO Reports 2024,NO
SGP,Singapore,2025,5450000,112239,2.06,42,25,2405,10,86.3,2.2,WHO SEARO/WPRO Reports 2024,NO
SLB,Solomon Islands,2019,724000,45775,6.32,51,30,615,10,99.6,1.0,AIHW/WHO WPRO 2024,NO
SLB,Solomon Islands,2020,724000,34452,4.76,37,22,462,10,73.6,0.8,AIHW/WHO WPRO 2024,NO
SLB,Solomon Islands,2021,724000,29588,4.09,33,19,397,10,61.7,0.6,AIHW/WHO WPRO 2024,NO
SLB,Solomon Islands,2022,724000,33747,4.66,37,22,453,10,68.2,0.7,AIHW/WHO WPRO 2024,NO
SLB,Solomon Islands,2023,724000,50546,6.98,56,33,679,10,98.8,1.1,AIHW/WHO WPRO 2024,NO
SLB,Solomon Islands,2024,724000,30375,4.2,33,19,407,10,58.1,0.6,AIHW/WHO WPRO 2024,NO
SLB,Solomon Islands,2025,724000,41801,5.77,46,27,562,10,77.6,0.8,AIHW/WHO WPRO 2024,NO
SLE,Sierra Leone,2019,8610000,275215,3.2,117,70,5700,17,100,6.3,WHO AFRO Health Statistics 2024,NO
SLE,Sierra Leone,2020,8610000,220585,2.56,94,56,4568,17,96.0,4.9,WHO AFRO Health Statistics 2024,NO
SLE,Sierra Leone,2021,8610000,195826,2.27,83,50,4056,17,83.2,4.3,WHO AFRO Health Statistics 2024,NO
SLE,Sierra Leone,2022,8610000,181510,2.11,77,46,3759,17,75.2,3.9,WHO AFRO Health Statistics 2024,NO
SLE,Sierra Leone,2023,8610000,273365,3.17,117,70,5662,17,99.0,5.7,WHO AFRO Health Statistics 2024,NO
SLE,Sierra Leone,2024,8610000,265884,3.09,113,68,5507,17,98.5,5.4,WHO AFRO Health Statistics 2024,NO
SLE,Sierra Leone,2025,8610000,297108,3.45,127,76,6154,17,98.0,5.9,WHO AFRO Health Statistics 2024,NO
SLV,El Salvador,2019,6310000,482769,7.65,1021,613,5395,12,89.9,11.0,PAHO/WHO Americas Report 2024,NO
SLV,El Salvador,2020,6310000,373013,5.91,789,473,4168,12,68.2,8.3,PAHO/WHO Americas Report 2024,NO
SLV,El Salvador,2021,6310000,394314,6.25,834,500,4406,12,69.9,8.6,PAHO/WHO Americas Report 2024,NO
SLV,El Salvador,2022,6310000,476552,7.55,1008,605,5326,12,81.8,10.1,PAHO/WHO Americas Report 2024,NO
SLV,El Salvador,2023,6310000,421885,6.69,892,535,4714,12,70.6,8.8,PAHO/WHO Americas Report 2024,NO
SLV,El Salvador,2024,6310000,407874,6.46,863,518,4557,12,66.5,8.3,PAHO/WHO Americas Report 2024,NO
SLV,El Salvador,2025,6310000,610457,9.67,1292,775,6822,12,96.7,12.2,PAHO/WHO Americas Report 2024,NO
SMR,San Marino,2019,34000,1107,3.26,0,0,26,10,82.4,0.0,EMCDDA European Drug Report 2024,NO
SMR,San Marino,2020,34000,847,2.5,0,0,19,10,61.9,0.0,EMCDDA European Drug Report 2024,NO
SMR,San Marino,2021,34000,1394,4.1,0,0,33,10,97.6,0.0,EMCDDA European Drug Report 2024,NO
SMR,San Marino,2022,34000,836,2.46,0,0,19,10,57.6,0.0,EMCDDA European Drug Report 2024,NO
SMR,San Marino,2023,34000,1456,4.28,0,0,34,10,96.6,0.0,EMCDDA European Drug Report 2024,NO
SMR,San Marino,2024,34000,1422,4.19,0,0,34,10,92.0,0.0,EMCDDA European Drug Report 2024,NO
SMR,San Marino,2025,34000,1346,3.96,0,0,32,10,84.9,0.0,EMCDDA European Drug Report 2024,NO
SOM,Somalia,2019,17600000,348610,1.98,148,89,7220,35,77.0,7.9,WHO AFRO Health Statistics 2024,NO
SOM,Somalia,2020,17600000,437361,2.49,187,112,9059,35,93.2,9.7,WHO AFRO Health Statistics 2024,NO
SOM,Somalia,2021,17600000,354124,2.01,150,90,7335,35,73.9,7.7,WHO AFRO Health Statistics 2024,NO
SOM,Somalia,2022,17600000,538285,3.06,230,138,11149,35,99.5,11.5,WHO AFRO Health Statistics 2024,NO
SOM,Somalia,2023,17600000,430455,2.45,184,110,8916,35,84.7,9.0,WHO AFRO Health Statistics 2024,NO
SOM,Somalia,2024,17600000,355127,2.02,151,91,7355,35,68.2,7.2,WHO AFRO Health Statistics 2024,NO
SOM,Somalia,2025,17600000,496380,2.82,212,127,10282,35,92.7,9.9,WHO AFRO Health Statistics 2024,NO
SRB,Serbia,2019,6800000,243287,3.58,152,91,5908,13,90.1,5.5,EMCDDA European Drug Report 2024,NO
SRB,Serbia,2020,6800000,199664,2.94,125,75,4848,13,72.4,4.4,EMCDDA European Drug Report 2024,NO
SRB,Serbia,2021,6800000,242433,3.57,151,91,5887,13,85.0,5.3,EMCDDA European Drug Report 2024,NO
SRB,Serbia,2022,6800000,280916,4.13,175,105,6821,13,95.7,6.0,EMCDDA European Drug Report 2024,NO
SRB,Serbia,2023,6800000,236792,3.48,148,89,5750,13,78.7,4.9,EMCDDA European Drug Report 2024,NO
SRB,Serbia,2024,6800000,270519,3.98,169,101,6568,13,87.5,5.5,EMCDDA European Drug Report 2024,NO
SRB,Serbia,2025,6800000,294726,4.33,185,111,7157,13,92.9,5.9,EMCDDA European Drug Report 2024,NO
SSD,South Sudan,2019,11380000,352287,3.1,150,90,7296,22,100,8.0,WHO AFRO Health Statistics 2024,NO
SSD,South Sudan,2020,11380000,264790,2.33,113,68,5484,22,87.4,5.9,WHO AFRO Health Statistics 2024,NO
SSD,South Sudan,2021,11380000,339273,2.98,145,87,7026,22,100.0,7.4,WHO AFRO Health Statistics 2024,NO
SSD,South Sudan,2022,11380000,384780,3.38,164,98,7970,22,99.5,8.2,WHO AFRO Health Statistics 2024,NO
SSD,South Sudan,2023,11380000,395046,3.47,168,101,8183,22,99.0,8.2,WHO AFRO Health Statistics 2024,NO
SSD,South Sudan,2024,11380000,359144,3.16,153,92,7439,22,98.5,7.3,WHO AFRO Health Statistics 2024,NO
SSD,South Sudan,2025,11380000,334596,2.94,143,85,6930,22,96.6,6.7,WHO AFRO Health Statistics 2024,NO
STP,Sao Tome and Principe,2019,223000,6032,2.71,1,1,124,10,100,0.1,WHO AFRO Health Statistics 2024,NO
STP,Sao Tome and Principe,2020,223000,5826,2.61,1,1,120,10,97.9,0.1,WHO AFRO Health Statistics 2024,NO
STP,Sao Tome and Principe,2021,223000,4983,2.24,1,1,103,10,81.8,0.1,WHO AFRO Health Statistics 2024,NO
STP,Sao Tome and Principe,2022,223000,4427,1.99,1,1,91,10,70.9,0.1,WHO AFRO Health Statistics 2024,NO
STP,Sao Tome and Principe,2023,223000,7666,3.44,2,1,158,10,99.0,0.2,WHO AFRO Health Statistics 2024,NO
STP,Sao Tome and Principe,2024,223000,5555,2.49,1,1,114,10,84.0,0.1,WHO AFRO Health Statistics 2024,NO
STP,Sao Tome and Principe,2025,223000,6552,2.94,2,1,135,10,96.5,0.1,WHO AFRO Health Statistics 2024,NO
SUR,Suriname,2019,612000,19748,3.23,11,6,337,10,79.0,0.4,OAS/CICAD Report 2024,NO
SUR,Suriname,2020,612000,24082,3.94,13,8,412,10,93.1,0.5,OAS/CICAD Report 2024,NO
SUR,Suriname,2021,612000,23233,3.8,13,8,397,10,87.5,0.5,OAS/CICAD Report 2024,NO
SUR,Suriname,2022,612000,22857,3.73,13,7,391,10,83.8,0.5,OAS/CICAD Report 2024,NO
SUR,Suriname,2023,612000,18251,2.98,10,6,312,10,65.4,0.4,OAS/CICAD Report 2024,NO
SUR,Suriname,2024,612000,31566,5.16,18,11,540,10,98.5,0.6,OAS/CICAD Report 2024,NO
SUR,Suriname,2025,612000,32485,5.31,19,11,556,10,98.0,0.6,OAS/CICAD Report 2024,NO
SVK,Slovakia,2019,5450000,213461,3.92,133,80,5183,10,98.4,4.9,EMCDDA European Drug Report 2024,NO
SVK,Slovakia,2020,5450000,160233,2.94,99,59,3890,10,72.5,3.6,EMCDDA European Drug Report 2024,NO
SVK,Slovakia,2021,5450000,197492,3.62,123,73,4795,10,86.4,4.3,EMCDDA European Drug Report 2024,NO
SVK,Slovakia,2022,5450000,213438,3.92,133,80,5183,10,90.8,4.5,EMCDDA European Drug Report 2024,NO
SVK,Slovakia,2023,5450000,156955,2.88,97,58,3811,10,65.3,3.3,EMCDDA European Drug Report 2024,NO
SVK,Slovakia,2024,5450000,168399,3.09,105,63,4089,10,68.1,3.4,EMCDDA European Drug Report 2024,NO
SVK,Slovakia,2025,5450000,218925,4.02,137,82,5316,10,86.1,4.4,EMCDDA European Drug Report 2024,NO
SVN,Slovenia,2019,2100000,63307,3.01,39,23,1537,10,76.4,1.4,EMCDDA European Drug Report 2024,NO
SVN,Slovenia,2020,2100000,59561,2.84,36,22,1446,10,70.0,1.3,EMCDDA European Drug Report 2024,NO
SVN,Slovenia,2021,2100000,70309,3.35,44,26,1706,10,80.0,1.5,EMCDDA European Drug Report 2024,NO
SVN,Slovenia,2022,2100000,66906,3.19,41,24,1624,10,74.1,1.4,EMCDDA European Drug Report 2024,NO
SVN,Slovenia,2023,2100000,88420,4.21,54,32,2146,10,95.0,1.8,EMCDDA European Drug Report 2024,NO
SVN,Slovenia,2024,2100000,74432,3.54,46,27,1807,10,78.0,1.5,EMCDDA European Drug Report 2024,NO
SVN,Slovenia,2025,2100000,77864,3.71,48,28,1890,10,79.5,1.6,EMCDDA European Drug Report 2024,NO
SWE,Sweden,2019,10420000,239736,2.3,984,894,5822,20,59.0,5.4,Folkhälsomyndigheten Sweden,YES
SWE,Sweden,2020,10420000,388036,3.72,920,850,9423,20,91.2,8.6,Folkhälsomyndigheten Sweden,YES
SWE,Sweden,2021,10420000,302862,2.91,960,880,7354,20,69.7,6.6,Folkhälsomyndigheten Sweden,YES
SWE,Sweden,2022,10420000,373903,3.59,980,900,9080,20,83.3,8.0,Folkhälsomyndigheten Sweden,YES
SWE,Sweden,2023,10420000,394657,3.79,247,148,9583,20,85.5,8.2,EMCDDA European Drug Report 2024,NO
SWE,Sweden,2024,10420000,437926,4.2,274,164,10634,20,92.4,8.9,EMCDDA European Drug Report 2024,NO
SWE,Sweden,2025,10420000,418645,4.02,263,157,10167,20,86.1,8.4,EMCDDA European Drug Report 2024,NO
SWZ,Eswatini,2019,1200000,35824,2.99,14,8,741,10,100,0.8,WHO AFRO Health Statistics 2024,NO
SWZ,Eswatini,2020,1200000,34294,2.86,14,8,710,10,100,0.8,WHO AFRO Health Statistics 2024,NO
